LOGINID,OUTLETCODE,TOTAL_ORDERS,ORDERS_AND_(SALES_OR_RECOMMENDATION),TRENDING_IN_ORDERS,TRENDING_IN_RECOMMENDATIONS,TOTAL_RECOMMENDATIONS,MATCHED_TRENDING_RECOMMENDATIONS,PRINCE_RATIO,VANSHIKA_RATIO,HARSH_RATIO
DSR-GT-MUM-526,PH025026,21,11,1,2,21,1,100.0,9.090909090909092,0.0,
DSR-GT-ROM-704,PH060046,3,1,0,3,5,0,0.0,0.0,0.0,
DSR-HAR-447,PH039662,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-GT-MUM-765,PH131142,2,2,1,3,5,0,0.0,50.0,0.0,
DSR-AP-432,TG014061,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-SPT-MUM-650,PS014447,15,5,0,4,6,0,0.0,0.0,0.0,
DSR-RAJ-229,PH036660,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-CMN-BGLR-483,MGS02409,2,1,1,4,5,1,100.0,100.0,1.0,
DSR-NCR-039,PH044668,3,3,0,2,5,0,0.0,0.0,0.0,
DSR-MUM-132,PH001904,8,5,1,1,7,1,100.0,20.0,1.0,
DSR-CMN-UK-821,PH090458,3,3,0,5,9,0,0.0,0.0,0.0,
DSR-HAR-185,MGS004470,2,1,0,0,5,0,0.0,0.0,1.0,
DSR-MPC-371,DS012389,1,1,0,2,5,0,0.0,0.0,0.0,
DSR-NCR-160,DS011727,7,6,0,2,15,0,0.0,0.0,0.0,
DSR-ROM-412,PH062456,1,1,0,0,2,0,0.0,0.0,1.0,
DSR-NCR-039,MGS004646,2,1,0,2,5,0,0.0,0.0,1.0,
DSR-UP-344,WP000146,1,1,0,1,6,0,0.0,0.0,1.0,
DSR-CMN-PUNJ-519,PH066336,4,4,4,4,5,4,100.0,100.0,1.0,
DSR-BGLR-082,TG000263,19,5,3,5,7,3,100.0,60.0,1.0,
DSR-KER-077,PS021301,1,1,0,1,5,0,0.0,0.0,0.0,
DSR-BGLR-082,PH094080,24,11,3,5,19,3,100.0,27.27272727272727,1.0,
DSR-HAR-447,PH040590,3,3,2,3,5,2,100.0,66.66666666666666,1.0,
DSR-CMN-ROE-676,PH127240,2,1,0,0,3,0,0.0,0.0,1.0,
DSR-PUNE-149,PH102769,8,6,2,5,8,2,100.0,33.33333333333333,0.0,
DSR-KNUC-088,PH048536,2,2,2,2,5,1,50.0,100.0,1.0,
DSR-NE-275,PH054977,3,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-CMN-KNUC-642,PH078359,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-BGLR-084,TG018904,5,3,2,5,7,2,100.0,66.66666666666666,0.0,
DSR-GT-MUM-656,PH002855,2,2,1,5,7,1,100.0,50.0,1.0,
DSR-KNUC-430,PH098369,3,3,0,1,10,0,0.0,0.0,1.0,
DSR-GT-DEL-783,PH005028,4,3,2,4,6,1,50.0,66.66666666666666,1.0,
DSR-PUNE-139,PH003444,4,2,0,4,11,0,0.0,0.0,0.0,
DSR-PUNE-149,PH051362,9,8,3,5,13,3,100.0,37.5,0.0,
DSR-CMN-ROM-777,PH014969,9,3,0,3,9,0,0.0,0.0,0.0,
DSR-ROE-298,PS009752,1,1,1,2,5,0,0.0,100.0,1.0,
FSA-SPT-APUC-086,PS009676,15,9,0,4,25,0,0.0,0.0,0.0,
DSR-KNUC-254,PH086918,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-SPT-KER-072,PH088379,6,5,2,3,9,1,50.0,40.0,0.0,
DSR-GT-GOA-566,TG019781,2,2,1,4,5,1,100.0,50.0,1.0,
DSR-BGLR-082,PH000691,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-CMN-ROM-799,PH054177,6,6,2,5,14,2,100.0,33.33333333333333,0.0,
DSR-RAJ-165,TG021798,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-MPC-268,PH107988,4,4,2,2,5,2,100.0,50.0,1.0,
